id,ownership_condition,buyer_condition,control_condition,scenario_topic
310,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and exclusive guided tours.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and exclusive guided tours.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and exclusive guided tours.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
311,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and luxury spa treatments.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and luxury spa treatments.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and luxury spa treatments.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
312,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and personalized wellness sessions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and personalized wellness sessions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and personalized wellness sessions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
313,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and a private chef dining experience.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and a private chef dining experience.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and a private chef dining experience.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
314,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and custom adventure excursions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and custom adventure excursions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a a mountain lodge with panoramic views, and custom adventure excursions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
315,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and exclusive guided tours.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and exclusive guided tours.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and exclusive guided tours.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
316,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and luxury spa treatments.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and luxury spa treatments.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and luxury spa treatments.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
317,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and personalized wellness sessions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and personalized wellness sessions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and personalized wellness sessions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
318,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and a private chef dining experience.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and a private chef dining experience.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and a private chef dining experience.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
319,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and custom adventure excursions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and custom adventure excursions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $5,000 first-class flight flights, a an overwater bungalow with glass floors, and custom adventure excursions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
320,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and exclusive guided tours.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and exclusive guided tours.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and exclusive guided tours.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
321,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and luxury spa treatments.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and luxury spa treatments.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and luxury spa treatments.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
322,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and personalized wellness sessions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and personalized wellness sessions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and personalized wellness sessions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
323,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and a private chef dining experience.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and a private chef dining experience.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and a private chef dining experience.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
324,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and custom adventure excursions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and custom adventure excursions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a 5-star villa with 5 bedrooms, and custom adventure excursions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
325,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and exclusive guided tours.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and exclusive guided tours.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and exclusive guided tours.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
326,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and luxury spa treatments.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and luxury spa treatments.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and luxury spa treatments.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
327,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and personalized wellness sessions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and personalized wellness sessions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and personalized wellness sessions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
328,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and a private chef dining experience.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and a private chef dining experience.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and a private chef dining experience.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
329,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and custom adventure excursions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and custom adventure excursions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an oceanfront suite with a private balcony, and custom adventure excursions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
330,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and exclusive guided tours.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and exclusive guided tours.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and exclusive guided tours.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
331,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and luxury spa treatments.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and luxury spa treatments.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and luxury spa treatments.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
332,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and personalized wellness sessions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and personalized wellness sessions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and personalized wellness sessions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
333,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and a private chef dining experience.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and a private chef dining experience.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and a private chef dining experience.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
334,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and custom adventure excursions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and custom adventure excursions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a a mountain lodge with panoramic views, and custom adventure excursions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
335,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and exclusive guided tours.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and exclusive guided tours.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and exclusive guided tours.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
336,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and luxury spa treatments.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and luxury spa treatments.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and luxury spa treatments.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
337,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and personalized wellness sessions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and personalized wellness sessions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and personalized wellness sessions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
338,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and a private chef dining experience.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and a private chef dining experience.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and a private chef dining experience.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
339,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and custom adventure excursions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and custom adventure excursions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $4,000 business-class flight flights, a an overwater bungalow with glass floors, and custom adventure excursions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
340,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and exclusive guided tours.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and exclusive guided tours.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and exclusive guided tours.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
341,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and luxury spa treatments.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and luxury spa treatments.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and luxury spa treatments.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
342,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and personalized wellness sessions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and personalized wellness sessions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and personalized wellness sessions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
343,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and a private chef dining experience.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and a private chef dining experience.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and a private chef dining experience.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
344,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and custom adventure excursions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and custom adventure excursions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a a 5-star villa with 5 bedrooms, and custom adventure excursions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
345,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and exclusive guided tours.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and exclusive guided tours.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and exclusive guided tours.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
346,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and luxury spa treatments.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and luxury spa treatments.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and luxury spa treatments.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
347,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and personalized wellness sessions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and personalized wellness sessions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and personalized wellness sessions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
348,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and a private chef dining experience.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and a private chef dining experience.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and a private chef dining experience.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
349,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and custom adventure excursions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and custom adventure excursions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a an oceanfront suite with a private balcony, and custom adventure excursions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
350,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and exclusive guided tours.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and exclusive guided tours.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and exclusive guided tours.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
351,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and luxury spa treatments.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and luxury spa treatments.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and luxury spa treatments.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
352,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and personalized wellness sessions.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and personalized wellness sessions.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and personalized wellness sessions.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
353,"You’ve recently been gifted a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and a private chef dining experience.  An auction house is interested in buying this vacation package from you. How much would you demand for it? ","You’re considering purchasing a luxury vacation package to Nuvora’s subterranean gardens.  The package includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and a private chef dining experience.  An auction house is offering this package for sale. How much would you be willing to pay for it? ","A luxury vacation package to Nuvora’s subterranean gardens includes a $15,000 private jet flight flights, a a mountain lodge with panoramic views, and a private chef dining experience.  What do you think is a reasonable price for this vacation package? ",Valuation Decision Making
